lcl|NC_000962.3_prot_NP_214515.1_1	cds-NP_214515.1
lcl|NC_000962.3_prot_NP_217525.1_3000	cds-NP_217525.1
lcl|NC_000962.3_prot_NP_217526.1_3001	cds-NP_217526.1
lcl|NC_000962.3_prot_NP_217527.2_3002	cds-NP_217527.2
lcl|NC_000962.3_prot_NP_217528.1_3003	cds-NP_217528.1
lcl|NC_000962.3_prot_NP_217529.1_3004	cds-NP_217529.1
lcl|NC_000962.3_prot_NP_217530.1_3005	cds-NP_217530.1
lcl|NC_000962.3_prot_NP_217531.1_3006	cds-NP_217531.1
lcl|NC_000962.3_prot_NP_217532.1_3007	cds-NP_217532.1
lcl|NC_000962.3_prot_NP_217533.1_3008	cds-NP_217533.1
lcl|NC_000962.3_prot_YP_177918.1_3009	cds-YP_177918.1
lcl|NC_000962.3_prot_NP_217535.1_3010	cds-NP_217535.1
lcl|NC_000962.3_prot_YP_177919.1_3011	cds-YP_177919.1
lcl|NC_000962.3_prot_YP_177685.1_3012	cds-YP_177685.1
lcl|NC_000962.3_prot_NP_217539.1_3013	cds-NP_217539.1
lcl|NC_000962.3_prot_NP_217540.1_3014	cds-NP_217540.1
lcl|NC_000962.3_prot_NP_217541.1_3015	cds-NP_217541.1
lcl|NC_000962.3_prot_NP_217542.1_3016	cds-NP_217542.1
lcl|NC_000962.3_prot_NP_217543.2_3017	cds-NP_217543.2
lcl|NC_000962.3_prot_NP_217544.1_3018	cds-NP_217544.1
lcl|NC_000962.3_prot_NP_217545.1_3019	cds-NP_217545.1
lcl|NC_000962.3_prot_NP_217546.1_3020	cds-NP_217546.1
lcl|NC_000962.3_prot_NP_217547.1_3021	cds-NP_217547.1
lcl|NC_000962.3_prot_NP_217548.1_3022	cds-NP_217548.1
lcl|NC_000962.3_prot_YP_004837058.1_3023	cds-YP_004837058.1
lcl|NC_000962.3_prot_NP_217549.1_3024	cds-NP_217549.1
lcl|NC_000962.3_prot_NP_217550.1_3025	cds-NP_217550.1
lcl|NC_000962.3_prot_NP_217551.1_3026	cds-NP_217551.1
lcl|NC_000962.3_prot_NP_217552.1_3027	cds-NP_217552.1
lcl|NC_000962.3_prot_NP_217553.1_3028	cds-NP_217553.1
lcl|NC_000962.3_prot_NP_217554.1_3029	cds-NP_217554.1
lcl|NC_000962.3_prot_NP_217555.1_3030	cds-NP_217555.1
lcl|NC_000962.3_prot_NP_217556.1_3031	cds-NP_217556.1
lcl|NC_000962.3_prot_NP_217557.1_3032	cds-NP_217557.1
lcl|NC_000962.3_prot_NP_217558.1_3033	cds-NP_217558.1
lcl|NC_000962.3_prot_NP_217559.1_3034	cds-NP_217559.1
lcl|NC_000962.3_prot_NP_217560.1_3035	cds-NP_217560.1
lcl|NC_000962.3_prot_NP_217561.1_3036	cds-NP_217561.1
lcl|NC_000962.3_prot_NP_217562.1_3037	cds-NP_217562.1
lcl|NC_000962.3_prot_NP_217563.1_3038	cds-NP_217563.1
lcl|NC_000962.3_prot_YP_177921.1_3039	cds-YP_177921.1
lcl|NC_000962.3_prot_NP_217565.1_3040	cds-NP_217565.1
lcl|NC_000962.3_prot_NP_217566.1_3041	cds-NP_217566.1
lcl|NC_000962.3_prot_NP_217567.1_3042	cds-NP_217567.1
lcl|NC_000962.3_prot_NP_217568.1_3043	cds-NP_217568.1
lcl|NC_000962.3_prot_NP_217569.1_3044	cds-NP_217569.1
lcl|NC_000962.3_prot_NP_217570.1_3045	cds-NP_217570.1
lcl|NC_000962.3_prot_NP_217571.1_3046	cds-NP_217571.1
lcl|NC_000962.3_prot_NP_217572.1_3047	cds-NP_217572.1
lcl|NC_000962.3_prot_NP_217573.1_3048	cds-NP_217573.1
lcl|NC_000962.3_prot_NP_217574.1_3049	cds-NP_217574.1
lcl|NC_000962.3_prot_NP_217575.1_3050	cds-NP_217575.1
lcl|NC_000962.3_prot_NP_217576.1_3051	cds-NP_217576.1
lcl|NC_000962.3_prot_NP_217577.1_3052	cds-NP_217577.1
lcl|NC_000962.3_prot_NP_217578.1_3053	cds-NP_217578.1
lcl|NC_000962.3_prot_NP_217579.1_3054	cds-NP_217579.1
lcl|NC_000962.3_prot_NP_217580.1_3055	cds-NP_217580.1
lcl|NC_000962.3_prot_YP_177922.1_3056	cds-YP_177922.1
lcl|NC_000962.3_prot_NP_217582.1_3057	cds-NP_217582.1
lcl|NC_000962.3_prot_NP_217583.1_3058	cds-NP_217583.1
lcl|NC_000962.3_prot_NP_217584.1_3059	cds-NP_217584.1
lcl|NC_000962.3_prot_NP_217585.1_3060	cds-NP_217585.1
lcl|NC_000962.3_prot_NP_217586.1_3061	cds-NP_217586.1
lcl|NC_000962.3_prot_NP_217587.1_3062	cds-NP_217587.1
lcl|NC_000962.3_prot_NP_217588.1_3063	cds-NP_217588.1
lcl|NC_000962.3_prot_NP_217589.1_3064	cds-NP_217589.1
lcl|NC_000962.3_prot_NP_217590.1_3065	cds-NP_217590.1
lcl|NC_000962.3_prot_NP_217591.1_3066	cds-NP_217591.1
lcl|NC_000962.3_prot_NP_217592.1_3067	cds-NP_217592.1
lcl|NC_000962.3_prot_YP_177923.1_3068	cds-YP_177923.1
lcl|NC_000962.3_prot_NP_217594.1_3069	cds-NP_217594.1
lcl|NC_000962.3_prot_NP_217595.1_3070	cds-NP_217595.1
lcl|NC_000962.3_prot_NP_217596.1_3071	cds-NP_217596.1
lcl|NC_000962.3_prot_NP_217597.1_3072	cds-NP_217597.1
lcl|NC_000962.3_prot_NP_217598.1_3073	cds-NP_217598.1
lcl|NC_000962.3_prot_NP_217599.1_3074	cds-NP_217599.1
lcl|NC_000962.3_prot_NP_217600.1_3075	cds-NP_217600.1
lcl|NC_000962.3_prot_NP_217601.1_3076	cds-NP_217601.1
lcl|NC_000962.3_prot_NP_217602.1_3077	cds-NP_217602.1
lcl|NC_000962.3_prot_NP_217603.1_3078	cds-NP_217603.1
lcl|NC_000962.3_prot_NP_217604.1_3079	cds-NP_217604.1
lcl|NC_000962.3_prot_NP_217605.1_3080	cds-NP_217605.1
lcl|NC_000962.3_prot_NP_217606.1_3081	cds-NP_217606.1
lcl|NC_000962.3_prot_NP_217607.1_3082	cds-NP_217607.1
lcl|NC_000962.3_prot_NP_217608.1_3083	cds-NP_217608.1
lcl|NC_000962.3_prot_NP_217609.1_3084	cds-NP_217609.1
lcl|NC_000962.3_prot_NP_217610.1_3085	cds-NP_217610.1
lcl|NC_000962.3_prot_NP_217611.1_3086	cds-NP_217611.1
lcl|NC_000962.3_prot_NP_217612.1_3087	cds-NP_217612.1
lcl|NC_000962.3_prot_YP_177924.1_3088	cds-YP_177924.1
lcl|NC_000962.3_prot_NP_217614.1_3089	cds-NP_217614.1
lcl|NC_000962.3_prot_YP_007411812.1_3090	cds-YP_007411812.1
lcl|NC_000962.3_prot_NP_217615.1_3091	cds-NP_217615.1
lcl|NC_000962.3_prot_NP_217616.1_3092	cds-NP_217616.1
lcl|NC_000962.3_prot_NP_217617.1_3093	cds-NP_217617.1
lcl|NC_000962.3_prot_NP_217618.1_3094	cds-NP_217618.1
lcl|NC_000962.3_prot_NP_217619.1_3095	cds-NP_217619.1
lcl|NC_000962.3_prot_NP_217620.1_3096	cds-NP_217620.1
lcl|NC_000962.3_prot_NP_217621.1_3097	cds-NP_217621.1
lcl|NC_000962.3_prot_NP_217622.1_3098	cds-NP_217622.1
lcl|NC_000962.3_prot_NP_217623.1_3099	cds-NP_217623.1
lcl|NC_000962.3_prot_NP_217624.1_3100	cds-NP_217624.1
lcl|NC_000962.3_prot_YP_177925.1_3101	cds-YP_177925.1
lcl|NC_000962.3_prot_YP_177926.1_3102	cds-YP_177926.1
lcl|NC_000962.3_prot_YP_177927.1_3103	cds-YP_177927.1
lcl|NC_000962.3_prot_YP_177928.1_3104	cds-YP_177928.1
lcl|NC_000962.3_prot_NP_217629.1_3105	cds-NP_217629.1
lcl|NC_000962.3_prot_NP_217630.1_3106	cds-NP_217630.1
lcl|NC_000962.3_prot_NP_217631.1_3107	cds-NP_217631.1
lcl|NC_000962.3_prot_YP_177929.1_3108	cds-YP_177929.1
lcl|NC_000962.3_prot_NP_217633.1_3109	cds-NP_217633.1
lcl|NC_000962.3_prot_YP_177930.1_3110	cds-YP_177930.1
lcl|NC_000962.3_prot_YP_177931.1_3111	cds-YP_177931.1
lcl|NC_000962.3_prot_NP_217636.1_3112	cds-NP_217636.1
lcl|NC_000962.3_prot_NP_217637.1_3113	cds-NP_217637.1
lcl|NC_000962.3_prot_NP_217638.1_3114	cds-NP_217638.1
lcl|NC_000962.3_prot_NP_217639.1_3115	cds-NP_217639.1
lcl|NC_000962.3_prot_NP_217640.1_3116	cds-NP_217640.1
lcl|NC_000962.3_prot_YP_177932.1_3117	cds-YP_177932.1
lcl|NC_000962.3_prot_NP_217642.1_3118	cds-NP_217642.1
lcl|NC_000962.3_prot_NP_217643.1_3119	cds-NP_217643.1
lcl|NC_000962.3_prot_NP_217646.1_3120	cds-NP_217646.1
lcl|NC_000962.3_prot_NP_217647.3_3121	cds-NP_217647.3
lcl|NC_000962.3_prot_NP_217648.1_3122	cds-NP_217648.1
lcl|NC_000962.3_prot_NP_217649.1_3123	cds-NP_217649.1
lcl|NC_000962.3_prot_NP_217650.1_3124	cds-NP_217650.1
lcl|NC_000962.3_prot_YP_177934.1_3125	cds-YP_177934.1
lcl|NC_000962.3_prot_YP_177935.1_3126	cds-YP_177935.1
lcl|NC_000962.3_prot_YP_007411850.1_3127	cds-YP_007411850.1
lcl|NC_000962.3_prot_NP_217653.1_3128	cds-NP_217653.1
lcl|NC_000962.3_prot_NP_217654.1_3129	cds-NP_217654.1
lcl|NC_000962.3_prot_NP_217655.1_3130	cds-NP_217655.1
lcl|NC_000962.3_prot_NP_217656.1_3131	cds-NP_217656.1
lcl|NC_000962.3_prot_NP_217657.1_3132	cds-NP_217657.1
lcl|NC_000962.3_prot_NP_217658.1_3133	cds-NP_217658.1
lcl|NC_000962.3_prot_NP_217659.1_3134	cds-NP_217659.1
lcl|NC_000962.3_prot_YP_177936.2_3135	cds-YP_177936.2
lcl|NC_000962.3_prot_NP_217661.1_3136	cds-NP_217661.1
lcl|NC_000962.3_prot_NP_217662.1_3137	cds-NP_217662.1
lcl|NC_000962.3_prot_NP_217663.1_3138	cds-NP_217663.1
lcl|NC_000962.3_prot_NP_217664.1_3139	cds-NP_217664.1
lcl|NC_000962.3_prot_NP_217665.1_3140	cds-NP_217665.1
lcl|NC_000962.3_prot_NP_217666.1_3141	cds-NP_217666.1
lcl|NC_000962.3_prot_NP_217667.1_3142	cds-NP_217667.1
lcl|NC_000962.3_prot_NP_217668.1_3143	cds-NP_217668.1
lcl|NC_000962.3_prot_NP_217669.1_3144	cds-NP_217669.1
lcl|NC_000962.3_prot_NP_217670.1_3145	cds-NP_217670.1
lcl|NC_000962.3_prot_NP_217671.1_3146	cds-NP_217671.1
lcl|NC_000962.3_prot_NP_217672.1_3147	cds-NP_217672.1
lcl|NC_000962.3_prot_NP_217673.1_3148	cds-NP_217673.1
lcl|NC_000962.3_prot_NP_217674.1_3149	cds-NP_217674.1
lcl|NC_000962.3_prot_YP_177937.1_3150	cds-YP_177937.1
lcl|NC_000962.3_prot_NP_217676.1_3151	cds-NP_217676.1
lcl|NC_000962.3_prot_NP_217677.1_3152	cds-NP_217677.1
lcl|NC_000962.3_prot_NP_217678.1_3153	cds-NP_217678.1
lcl|NC_000962.3_prot_NP_217679.1_3154	cds-NP_217679.1
lcl|NC_000962.3_prot_NP_217680.1_3155	cds-NP_217680.1
lcl|NC_000962.3_prot_NP_217681.1_3156	cds-NP_217681.1
lcl|NC_000962.3_prot_NP_217682.1_3157	cds-NP_217682.1
lcl|NC_000962.3_prot_NP_217683.1_3158	cds-NP_217683.1
lcl|NC_000962.3_prot_NP_217684.1_3159	cds-NP_217684.1
lcl|NC_000962.3_prot_NP_217685.1_3160	cds-NP_217685.1
lcl|NC_000962.3_prot_NP_217686.1_3161	cds-NP_217686.1
lcl|NC_000962.3_prot_NP_217687.1_3162	cds-NP_217687.1
lcl|NC_000962.3_prot_NP_217688.1_3163	cds-NP_217688.1
lcl|NC_000962.3_prot_NP_217689.1_3164	cds-NP_217689.1
lcl|NC_000962.3_prot_NP_217690.1_3165	cds-NP_217690.1
lcl|NC_000962.3_prot_NP_217691.1_3166	cds-NP_217691.1
lcl|NC_000962.3_prot_YP_177938.1_3167	cds-YP_177938.1
lcl|NC_000962.3_prot_NP_217693.1_3168	cds-NP_217693.1
lcl|NC_000962.3_prot_NP_217694.1_3169	cds-NP_217694.1
lcl|NC_000962.3_prot_YP_009030043.1_3170	cds-YP_009030043.1
lcl|NC_000962.3_prot_NP_217695.1_3171	cds-NP_217695.1
lcl|NC_000962.3_prot_NP_217696.1_3172	cds-NP_217696.1
lcl|NC_000962.3_prot_NP_217697.1_3173	cds-NP_217697.1
lcl|NC_000962.3_prot_NP_217698.1_3174	cds-NP_217698.1
lcl|NC_000962.3_prot_NP_217699.1_3175	cds-NP_217699.1
lcl|NC_000962.3_prot_NP_217704.1_3176	cds-NP_217704.1
lcl|NC_000962.3_prot_NP_217705.1_3177	cds-NP_217705.1
lcl|NC_000962.3_prot_NP_217706.1_3178	cds-NP_217706.1
lcl|NC_000962.3_prot_YP_007411905.1_3179	cds-YP_007411905.1
lcl|NC_000962.3_prot_NP_217707.1_3180	cds-NP_217707.1
lcl|NC_000962.3_prot_NP_217708.1_3181	cds-NP_217708.1
lcl|NC_000962.3_prot_NP_217709.1_3182	cds-NP_217709.1
lcl|NC_000962.3_prot_NP_217710.1_3183	cds-NP_217710.1
lcl|NC_000962.3_prot_NP_217711.1_3184	cds-NP_217711.1
lcl|NC_000962.3_prot_NP_217712.1_3185	cds-NP_217712.1
lcl|NC_000962.3_prot_YP_177939.1_3186	cds-YP_177939.1
lcl|NC_000962.3_prot_NP_217713.1_3187	cds-NP_217713.1
lcl|NC_000962.3_prot_YP_177940.1_3188	cds-YP_177940.1
lcl|NC_000962.3_prot_NP_217714.1_3189	cds-NP_217714.1
lcl|NC_000962.3_prot_YP_177941.1_3190	cds-YP_177941.1
lcl|NC_000962.3_prot_NP_217715.1_3191	cds-NP_217715.1
lcl|NC_000962.3_prot_NP_217716.1_3192	cds-NP_217716.1
lcl|NC_000962.3_prot_NP_217717.1_3193	cds-NP_217717.1
lcl|NC_000962.3_prot_NP_217718.1_3194	cds-NP_217718.1
lcl|NC_000962.3_prot_YP_009030044.1_3195	cds-YP_009030044.1
lcl|NC_000962.3_prot_NP_217719.1_3196	cds-NP_217719.1
lcl|NC_000962.3_prot_NP_217720.1_3197	cds-NP_217720.1
lcl|NC_000962.3_prot_NP_217721.1_3198	cds-NP_217721.1
lcl|NC_000962.3_prot_YP_177942.1_3199	cds-YP_177942.1
lcl|NC_000962.3_prot_NP_217723.1_3200	cds-NP_217723.1
lcl|NC_000962.3_prot_NP_217724.1_3201	cds-NP_217724.1
lcl|NC_000962.3_prot_YP_177943.1_3202	cds-YP_177943.1
lcl|NC_000962.3_prot_NP_217725.1_3203	cds-NP_217725.1
lcl|NC_000962.3_prot_NP_217726.1_3204	cds-NP_217726.1
lcl|NC_000962.3_prot_NP_217727.1_3205	cds-NP_217727.1
lcl|NC_000962.3_prot_NP_217728.1_3206	cds-NP_217728.1
lcl|NC_000962.3_prot_NP_217729.1_3207	cds-NP_217729.1
lcl|NC_000962.3_prot_YP_177944.1_3208	cds-YP_177944.1
lcl|NC_000962.3_prot_NP_217731.1_3209	cds-NP_217731.1
lcl|NC_000962.3_prot_NP_217733.1_3210	cds-NP_217733.1
lcl|NC_000962.3_prot_NP_217734.1_3211	cds-NP_217734.1
lcl|NC_000962.3_prot_NP_217735.1_3212	cds-NP_217735.1
lcl|NC_000962.3_prot_NP_217736.1_3213	cds-NP_217736.1
lcl|NC_000962.3_prot_NP_217737.1_3214	cds-NP_217737.1
lcl|NC_000962.3_prot_YP_177945.1_3215	cds-YP_177945.1
lcl|NC_000962.3_prot_NP_217738.1_3216	cds-NP_217738.1
lcl|NC_000962.3_prot_NP_217739.1_3217	cds-NP_217739.1
lcl|NC_000962.3_prot_NP_217740.1_3218	cds-NP_217740.1
lcl|NC_000962.3_prot_NP_217742.1_3219	cds-NP_217742.1
lcl|NC_000962.3_prot_NP_217743.1_3220	cds-NP_217743.1
lcl|NC_000962.3_prot_NP_217744.1_3221	cds-NP_217744.1
lcl|NC_000962.3_prot_NP_217745.1_3222	cds-NP_217745.1
lcl|NC_000962.3_prot_YP_177948.1_3223	cds-YP_177948.1
lcl|NC_000962.3_prot_NP_217747.1_3224	cds-NP_217747.1
lcl|NC_000962.3_prot_NP_217748.1_3225	cds-NP_217748.1
lcl|NC_000962.3_prot_NP_217749.1_3226	cds-NP_217749.1
lcl|NC_000962.3_prot_NP_217751.1_3227	cds-NP_217751.1
lcl|NC_000962.3_prot_NP_217752.1_3228	cds-NP_217752.1
lcl|NC_000962.3_prot_YP_177949.1_3229	cds-YP_177949.1
lcl|NC_000962.3_prot_NP_217754.1_3230	cds-NP_217754.1
lcl|NC_000962.3_prot_NP_217755.1_3231	cds-NP_217755.1
lcl|NC_000962.3_prot_NP_217756.1_3232	cds-NP_217756.1
lcl|NC_000962.3_prot_YP_177950.1_3233	cds-YP_177950.1
lcl|NC_000962.3_prot_NP_217758.3_3234	cds-NP_217758.3
lcl|NC_000962.3_prot_NP_217759.1_3235	cds-NP_217759.1
lcl|NC_000962.3_prot_NP_217760.1_3236	cds-NP_217760.1
lcl|NC_000962.3_prot_NP_217761.1_3237	cds-NP_217761.1
lcl|NC_000962.3_prot_NP_217762.1_3238	cds-NP_217762.1
lcl|NC_000962.3_prot_NP_217763.1_3239	cds-NP_217763.1
lcl|NC_000962.3_prot_NP_217764.1_3240	cds-NP_217764.1
lcl|NC_000962.3_prot_NP_217765.1_3241	cds-NP_217765.1
lcl|NC_000962.3_prot_NP_217766.1_3242	cds-NP_217766.1
lcl|NC_000962.3_prot_NP_217767.1_3243	cds-NP_217767.1
lcl|NC_000962.3_prot_NP_217768.1_3244	cds-NP_217768.1
lcl|NC_000962.3_prot_NP_217769.1_3245	cds-NP_217769.1
lcl|NC_000962.3_prot_NP_217770.1_3246	cds-NP_217770.1
lcl|NC_000962.3_prot_NP_217771.1_3247	cds-NP_217771.1
lcl|NC_000962.3_prot_NP_217772.1_3248	cds-NP_217772.1
lcl|NC_000962.3_prot_NP_217773.1_3249	cds-NP_217773.1
lcl|NC_000962.3_prot_NP_217774.1_3250	cds-NP_217774.1
lcl|NC_000962.3_prot_NP_217775.1_3251	cds-NP_217775.1
lcl|NC_000962.3_prot_NP_217776.1_3252	cds-NP_217776.1
lcl|NC_000962.3_prot_NP_217777.1_3253	cds-NP_217777.1
lcl|NC_000962.3_prot_NP_217778.1_3254	cds-NP_217778.1
lcl|NC_000962.3_prot_NP_217779.1_3255	cds-NP_217779.1
lcl|NC_000962.3_prot_NP_217780.1_3256	cds-NP_217780.1
lcl|NC_000962.3_prot_YP_177951.1_3257	cds-YP_177951.1
lcl|NC_000962.3_prot_YP_177952.3_3258	cds-YP_177952.3
lcl|NC_000962.3_prot_NP_217783.1_3259	cds-NP_217783.1
lcl|NC_000962.3_prot_NP_217784.1_3260	cds-NP_217784.1
lcl|NC_000962.3_prot_NP_217785.3_3261	cds-NP_217785.3
lcl|NC_000962.3_prot_NP_217786.1_3262	cds-NP_217786.1
lcl|NC_000962.3_prot_NP_217787.1_3263	cds-NP_217787.1
lcl|NC_000962.3_prot_NP_217788.1_3264	cds-NP_217788.1
lcl|NC_000962.3_prot_NP_217789.1_3265	cds-NP_217789.1
lcl|NC_000962.3_prot_NP_217790.1_3266	cds-NP_217790.1
lcl|NC_000962.3_prot_NP_217791.1_3267	cds-NP_217791.1
lcl|NC_000962.3_prot_NP_217792.1_3268	cds-NP_217792.1
lcl|NC_000962.3_prot_NP_217793.1_3269	cds-NP_217793.1
lcl|NC_000962.3_prot_NP_217794.1_3270	cds-NP_217794.1
lcl|NC_000962.3_prot_NP_217795.1_3271	cds-NP_217795.1
lcl|NC_000962.3_prot_NP_217796.1_3272	cds-NP_217796.1
lcl|NC_000962.3_prot_NP_217797.1_3273	cds-NP_217797.1
lcl|NC_000962.3_prot_NP_217798.1_3274	cds-NP_217798.1
lcl|NC_000962.3_prot_NP_217799.1_3275	cds-NP_217799.1
lcl|NC_000962.3_prot_NP_217800.1_3276	cds-NP_217800.1
lcl|NC_000962.3_prot_NP_217801.1_3277	cds-NP_217801.1
lcl|NC_000962.3_prot_NP_217802.1_3278	cds-NP_217802.1
lcl|NC_000962.3_prot_NP_217803.1_3279	cds-NP_217803.1
lcl|NC_000962.3_prot_NP_217804.4_3280	cds-NP_217804.4
lcl|NC_000962.3_prot_NP_217805.1_3281	cds-NP_217805.1
lcl|NC_000962.3_prot_NP_217806.1_3282	cds-NP_217806.1
lcl|NC_000962.3_prot_NP_217807.1_3283	cds-NP_217807.1
lcl|NC_000962.3_prot_NP_217808.1_3284	cds-NP_217808.1
lcl|NC_000962.3_prot_NP_217809.1_3285	cds-NP_217809.1
lcl|NC_000962.3_prot_YP_177953.1_3286	cds-YP_177953.1
lcl|NC_000962.3_prot_YP_177954.1_3287	cds-YP_177954.1
lcl|NC_000962.3_prot_NP_217812.1_3288	cds-NP_217812.1
lcl|NC_000962.3_prot_NP_217813.1_3289	cds-NP_217813.1
lcl|NC_000962.3_prot_NP_217814.1_3290	cds-NP_217814.1
lcl|NC_000962.3_prot_NP_217815.1_3291	cds-NP_217815.1
lcl|NC_000962.3_prot_NP_217816.1_3292	cds-NP_217816.1
lcl|NC_000962.3_prot_NP_217817.1_3293	cds-NP_217817.1
lcl|NC_000962.3_prot_NP_217818.1_3294	cds-NP_217818.1
lcl|NC_000962.3_prot_NP_217819.1_3295	cds-NP_217819.1
lcl|NC_000962.3_prot_NP_217820.1_3296	cds-NP_217820.1
lcl|NC_000962.3_prot_NP_217821.1_3297	cds-NP_217821.1
lcl|NC_000962.3_prot_YP_177955.1_3298	cds-YP_177955.1
lcl|NC_000962.3_prot_YP_177956.1_3299	cds-YP_177956.1
lcl|NC_000962.3_prot_NP_217824.1_3300	cds-NP_217824.1
lcl|NC_000962.3_prot_NP_217825.1_3301	cds-NP_217825.1
lcl|NC_000962.3_prot_NP_217826.1_3302	cds-NP_217826.1
lcl|NC_000962.3_prot_NP_217827.1_3303	cds-NP_217827.1
lcl|NC_000962.3_prot_NP_217828.1_3304	cds-NP_217828.1
lcl|NC_000962.3_prot_NP_217829.1_3305	cds-NP_217829.1
lcl|NC_000962.3_prot_YP_009030045.1_3306	cds-YP_009030045.1
lcl|NC_000962.3_prot_YP_177957.1_3307	cds-YP_177957.1
lcl|NC_000962.3_prot_NP_217830.1_3308	cds-NP_217830.1
lcl|NC_000962.3_prot_NP_217831.1_3309	cds-NP_217831.1
lcl|NC_000962.3_prot_NP_217832.1_3310	cds-NP_217832.1
lcl|NC_000962.3_prot_NP_217833.1_3311	cds-NP_217833.1
lcl|NC_000962.3_prot_NP_217834.1_3312	cds-NP_217834.1
lcl|NC_000962.3_prot_NP_217835.1_3313	cds-NP_217835.1
lcl|NC_000962.3_prot_NP_217836.1_3314	cds-NP_217836.1
lcl|NC_000962.3_prot_NP_217837.1_3315	cds-NP_217837.1
lcl|NC_000962.3_prot_NP_217838.1_3316	cds-NP_217838.1
lcl|NC_000962.3_prot_YP_177958.1_3317	cds-YP_177958.1
lcl|NC_000962.3_prot_YP_177959.1_3318	cds-YP_177959.1
lcl|NC_000962.3_prot_NP_217841.3_3319	cds-NP_217841.3
lcl|NC_000962.3_prot_NP_217844.1_3320	cds-NP_217844.1
lcl|NC_000962.3_prot_NP_217845.1_3321	cds-NP_217845.1
lcl|NC_000962.3_prot_NP_217846.3_3322	cds-NP_217846.3
lcl|NC_000962.3_prot_NP_217847.1_3323	cds-NP_217847.1
lcl|NC_000962.3_prot_NP_217848.1_3324	cds-NP_217848.1
lcl|NC_000962.3_prot_NP_217849.1_3325	cds-NP_217849.1
lcl|NC_000962.3_prot_NP_217850.1_3326	cds-NP_217850.1
lcl|NC_000962.3_prot_NP_217851.1_3327	cds-NP_217851.1
lcl|NC_000962.3_prot_NP_217852.1_3328	cds-NP_217852.1
lcl|NC_000962.3_prot_NP_217853.1_3329	cds-NP_217853.1
lcl|NC_000962.3_prot_NP_217856.1_3330	cds-NP_217856.1
lcl|NC_000962.3_prot_NP_217857.1_3331	cds-NP_217857.1
lcl|NC_000962.3_prot_NP_217858.1_3332	cds-NP_217858.1
lcl|NC_000962.3_prot_NP_217859.1_3333	cds-NP_217859.1
lcl|NC_000962.3_prot_YP_177960.1_3334	cds-YP_177960.1
lcl|NC_000962.3_prot_YP_177961.2_3335	cds-YP_177961.2
lcl|NC_000962.3_prot_YP_177962.1_3336	cds-YP_177962.1
lcl|NC_000962.3_prot_NP_217863.1_3337	cds-NP_217863.1
lcl|NC_000962.3_prot_YP_177963.1_3338	cds-YP_177963.1
lcl|NC_000962.3_prot_NP_217865.1_3339	cds-NP_217865.1
lcl|NC_000962.3_prot_NP_217866.2_3340	cds-NP_217866.2
lcl|NC_000962.3_prot_YP_177964.1_3341	cds-YP_177964.1
lcl|NC_000962.3_prot_NP_217868.1_3342	cds-NP_217868.1
lcl|NC_000962.3_prot_NP_217869.1_3343	cds-NP_217869.1
lcl|NC_000962.3_prot_NP_217870.2_3344	cds-NP_217870.2
lcl|NC_000962.3_prot_NP_217871.1_3345	cds-NP_217871.1
lcl|NC_000962.3_prot_NP_217872.1_3346	cds-NP_217872.1
lcl|NC_000962.3_prot_NP_217873.1_3347	cds-NP_217873.1
lcl|NC_000962.3_prot_NP_217874.1_3348	cds-NP_217874.1
lcl|NC_000962.3_prot_NP_217875.1_3349	cds-NP_217875.1
lcl|NC_000962.3_prot_NP_217876.1_3350	cds-NP_217876.1
lcl|NC_000962.3_prot_NP_217877.1_3351	cds-NP_217877.1
lcl|NC_000962.3_prot_NP_217878.1_3352	cds-NP_217878.1
lcl|NC_000962.3_prot_NP_217879.1_3353	cds-NP_217879.1
lcl|NC_000962.3_prot_NP_217880.1_3354	cds-NP_217880.1
lcl|NC_000962.3_prot_NP_217881.1_3355	cds-NP_217881.1
lcl|NC_000962.3_prot_NP_217882.1_3356	cds-NP_217882.1
lcl|NC_000962.3_prot_NP_217883.1_3357	cds-NP_217883.1
lcl|NC_000962.3_prot_YP_177965.1_3358	cds-YP_177965.1
lcl|NC_000962.3_prot_NP_217885.1_3359	cds-NP_217885.1
lcl|NC_000962.3_prot_NP_217886.1_3360	cds-NP_217886.1
lcl|NC_000962.3_prot_NP_217887.3_3361	cds-NP_217887.3
lcl|NC_000962.3_prot_NP_217888.1_3362	cds-NP_217888.1
lcl|NC_000962.3_prot_NP_217889.1_3363	cds-NP_217889.1
lcl|NC_000962.3_prot_NP_217890.1_3364	cds-NP_217890.1
lcl|NC_000962.3_prot_NP_217892.1_3365	cds-NP_217892.1
lcl|NC_000962.3_prot_NP_217893.1_3366	cds-NP_217893.1
lcl|NC_000962.3_prot_NP_217894.1_3367	cds-NP_217894.1
lcl|NC_000962.3_prot_NP_217895.1_3368	cds-NP_217895.1
lcl|NC_000962.3_prot_NP_217896.1_3369	cds-NP_217896.1
lcl|NC_000962.3_prot_YP_177967.1_3370	cds-YP_177967.1
lcl|NC_000962.3_prot_NP_217900.1_3371	cds-NP_217900.1
lcl|NC_000962.3_prot_NP_217901.1_3372	cds-NP_217901.1
lcl|NC_000962.3_prot_NP_217902.1_3373	cds-NP_217902.1
lcl|NC_000962.3_prot_NP_217903.1_3374	cds-NP_217903.1
lcl|NC_000962.3_prot_NP_217904.1_3375	cds-NP_217904.1
lcl|NC_000962.3_prot_YP_177968.1_3376	cds-YP_177968.1
